Source Term ID,Source Term,Mapped Term Label,Mapped Term IRI,Mapping Score,Ontology
LAB20,Lead - Dust,rectal adenocarcinoma,http://www.ebi.ac.uk/efo/EFO_0005631,0.4184556856265502,EFO
LAB21,Volatile Organic Compounds (VOC) - Personal Exposure Badge,exposure,http://www.ebi.ac.uk/efo/EFO_0000487,0.4321063596943539,EFO
LAB25,Complete Blood Count with 5-part Differential - Whole Blood,Blood Cell Count with Differential,http://www.ebi.ac.uk/efo/EFO_0009234,0.7756983949507221,EFO
LAB22,Mercury - Hair,hair color,http://www.ebi.ac.uk/efo/EFO_0003924,0.6000029809372361,EFO
LAB28POC,"Dioxins, Furans, & Coplanar PCBs",insertion,http://www.ebi.ac.uk/efo/EFO_0004016,0.3045425620312466,EFO
SSFOL_A,Folic Acid - Unmetabolized (Surplus),metabolic disease,http://www.ebi.ac.uk/efo/EFO_0000589,0.5066899916871201,EFO
lab09,Herpes Simplex Virus Type-1 & Type-2,HSV1 seropositivity,http://www.ebi.ac.uk/efo/EFO_0007050,0.6641605574409222,EFO
Lab02,Hepatitis B: Core Antibody & Surface Antigen; Hepatitis C: Confirmed Antibody & RNA (HCV-RNA); Hepatitis D Antibody,antibody,http://www.ebi.ac.uk/efo/EFO_0000264,0.5879962452566788,EFO
SSCYST_A,Cystatin C - Serum (Surplus),cystatin C measurement,http://www.ebi.ac.uk/efo/EFO_0004617,0.63828551254941,EFO
SSHSV1_A,Herpes Simplex Virus Type-1 (Surplus),Herpes simplex infection,http://www.ebi.ac.uk/efo/EFO_1002022,0.6751836029420856,EFO
SSMUMP_A,Mumps Antibody - Serum (Surplus),Mumps virus infectious disease,http://www.ebi.ac.uk/efo/EFO_0007383,0.6540879191274365,EFO
SSTFR_A,Transferrin Receptor - Pregnant Women (Surplus),soluble transferrin receptor measurement,http://www.ebi.ac.uk/efo/EFO_0004460,0.5740556518932612,EFO
SSVARI_A,Varicella-Zoster Virus Antibody (Surplus),Varicella Zoster infection,http://www.ebi.ac.uk/efo/EFO_0006509,0.6633702081039946,EFO
LAB26PP,"Pesticides - Current Use - Urine (Formerly Priority Pesticides, Non-persistent Pesticide Metabolites)",pesticide exposure measurement,http://www.ebi.ac.uk/efo/EFO_0007840,0.4462537722515034,EFO
SSOL_A,Monoclonal gammopathy of undetermined significance (MGUS) (Surplus),benign monoclonal gammopathy,http://www.ebi.ac.uk/efo/EFO_1000836,0.9042757138342267,EFO
SSAFB_A,Aflatoxin B1-lysine - Serum (Surplus),aflatoxin B1 aldehyde reductase member 2 measurement,http://www.ebi.ac.uk/efo/EFO_0020132,0.4354210388235824,EFO
TELO_A,Telomere Mean and Standard Deviation (Surplus),telomere,http://www.ebi.ac.uk/efo/EFO_0004359,0.48418775888355087,EFO
TFA_A,Trans Fatty Acids,trans fatty acid measurement,http://www.ebi.ac.uk/efo/EFO_0006821,0.8125795775267171,EFO
SSAMH_A,Anti-Mullerian Hormone (AMH) & Inhibin-B (Surplus),anti-Mullerian hormone measurement,http://www.ebi.ac.uk/efo/EFO_0004769,0.526069899647116,EFO
SSNORO_A,Norovirus antibody - Serum,antibody,http://www.ebi.ac.uk/efo/EFO_0000264,0.5060100087819053,EFO
SSCMV_A,Cytomegalovirus Antibodies - Serum (Surplus),cytomegalovirus infection,http://www.ebi.ac.uk/efo/EFO_0001062,0.6955574325846545,EFO
RXQ_RX,Prescription Medications,medical procedure,http://www.ebi.ac.uk/efo/EFO_0002571,0.5427718771964376,EFO
CIQGAD,Mental Health - Generalized Anxiety Disorder,generalized anxiety disorder,http://www.ebi.ac.uk/efo/EFO_1001892,0.8869820050165308,EFO
CIQMDEP,Mental Health - Depression,unipolar depression,http://www.ebi.ac.uk/efo/EFO_0003761,0.7719129481114307,EFO
CIQPANIC,Mental Health - Panic Disorder,panic disorder,http://www.ebi.ac.uk/efo/EFO_0004262,0.7907422753952823,EFO
ACQ,Acculturation,duration,http://www.ebi.ac.uk/efo/EFO_0000433,0.41872423608478987,EFO
ALQ,Alcohol Use,alcohol use disorder measurement,http://www.ebi.ac.uk/efo/EFO_0009458,0.7757969479687956,EFO
AUQ,Audiometry,pure tone hearing measurement,http://www.ebi.ac.uk/efo/EFO_0007617,0.7862933476391523,EFO
BAQ,Balance,balanitis,http://www.ebi.ac.uk/efo/EFO_1000833,0.6318257139844087,EFO
BPQ,Blood Pressure & Cholesterol,blood pressure,http://www.ebi.ac.uk/efo/EFO_0004325,0.7231629210276457,EFO
CDQ,Cardiovascular Health,cardiovascular disease,http://www.ebi.ac.uk/efo/EFO_0000319,0.8187693349712178,EFO
CFQ,Cognitive Functioning,cognition,http://www.ebi.ac.uk/efo/EFO_0003925,0.9029963346692069,EFO
HSQ,Current Health Status,recurrent,http://www.ebi.ac.uk/efo/EFO_0010246,0.4761579577953346,EFO
DEQ,Dermatology,dermatological toxicity,http://www.ebi.ac.uk/efo/EFO_0011048,0.569572828287819,EFO
DIQ,Diabetes,diabetes mellitus,http://www.ebi.ac.uk/efo/EFO_0000400,0.9914455200362109,EFO
DBQ,Diet Behavior & Nutrition,nutritional disorder,http://www.ebi.ac.uk/efo/EFO_0001069,0.6115831961644744,EFO
DUQ,Drug Use,drug dependence,http://www.ebi.ac.uk/efo/EFO_0003890,0.9367452788603701,EFO
ECQ,Early Childhood,myoclonic epilepsy,http://www.ebi.ac.uk/efo/EFO_1001900,0.689495154924025,EFO
FSQ,Food Security,food allergy,http://www.ebi.ac.uk/efo/EFO_1001890,0.39339187519060215,EFO
HIQ,Health Insurance,mental health,http://www.ebi.ac.uk/efo/EFO_0003935,0.45808691809717483,EFO
HUQ,Hospital Utilization & Access to Care,CESS,http://www.ebi.ac.uk/efo/EFO_0002130,0.36832461623241075,EFO
HOQ,Housing Characteristics,disease characteristic,http://www.ebi.ac.uk/efo/EFO_0009813,0.6894291325946909,EFO
IMQ,Immunization,vaccination,http://www.ebi.ac.uk/efo/EFO_0004292,0.8791161514752072,EFO
KIQ,Kidney Conditions,pyelonephritis,http://www.ebi.ac.uk/efo/EFO_1001141,0.6677548837861758,EFO
MCQ,Medical Conditions,disease,http://www.ebi.ac.uk/efo/EFO_0000408,0.9157274918903107,EFO
MPQ,Miscellaneous Pain,pain,http://www.ebi.ac.uk/efo/EFO_0003843,0.43938130977442996,EFO
OCQ,Occupation,occupational dermatitis,http://www.ebi.ac.uk/efo/EFO_1000744,0.7654281365847773,EFO
OHQ,Oral Health,mental health,http://www.ebi.ac.uk/efo/EFO_0003935,0.6667812829795761,EFO
OSQ,Osteoporosis,osteoporosis,http://www.ebi.ac.uk/efo/EFO_0003882,0.9832195452099269,EFO
RXQ_ANA,Analgesic Pain Relievers,pain agnosia,http://www.ebi.ac.uk/efo/EFO_1001484,0.5428733865153311,EFO
PUQ,Pesticide Use,pesticide exposure measurement,http://www.ebi.ac.uk/efo/EFO_0007840,0.536239465669108,EFO
PAQ,Physical Activity,physical activity,http://www.ebi.ac.uk/efo/EFO_0003940,0.9889591720660851,EFO
PAQIAF,Physical Activity - Individual Activities,physical activity,http://www.ebi.ac.uk/efo/EFO_0003940,0.811806317032815,EFO
PFQ,Physical Functioning,physical activity,http://www.ebi.ac.uk/efo/EFO_0003940,0.4987951128290037,EFO
RHQ,Reproductive Health,reproductive system disease,http://www.ebi.ac.uk/efo/EFO_0000512,0.7963861457684934,EFO
RDQ,Respiratory Health,respiratory system disease,http://www.ebi.ac.uk/efo/EFO_0000684,0.7788473353830393,EFO
SXQ,Sexual Behavior,sexual behavior,http://www.ebi.ac.uk/efo/EFO_0010141,0.9903470941542705,EFO
SMQMEC,Smoking - Adult Recent Tobacco Use & Youth Cigarette/Tobacco Use,nicotine dependence,http://www.ebi.ac.uk/efo/EFO_0003768,0.6870601207713082,EFO
SMQ,Smoking - Cigarette/Tobacco Use - Adult,nicotine dependence,http://www.ebi.ac.uk/efo/EFO_0003768,0.7027495111364352,EFO
SSQ,Social Support,social desirability,http://www.ebi.ac.uk/efo/EFO_0004366,0.5761393430438447,EFO
TBQ,Tuberculosis,oral tuberculosis,http://www.ebi.ac.uk/efo/EFO_0007407,0.8705430175809081,EFO
VIQ,Vision,binocular vision disease,http://www.ebi.ac.uk/efo/EFO_0009535,0.6086295660248273,EFO
WHQ,Weight History,body weight,http://www.ebi.ac.uk/efo/EFO_0004338,0.7017427291741252,EFO
SMQFAM,Smoking - Household Smokers,smoking behavior,http://www.ebi.ac.uk/efo/EFO_0004318,0.6842760397534184,EFO
DEMO_B,Demographic Variables & Sample Weights,dermatographia,http://www.ebi.ac.uk/efo/EFO_1000685,0.4023260848319011,EFO
DRXTOT_B,Dietary Interview - Total Nutrient Intakes,total fat intake measurement,http://www.ebi.ac.uk/efo/EFO_0007678,0.4493793213265949,EFO
DRXIFF_B,Dietary Interview - Individual Foods,individual,http://www.ebi.ac.uk/efo/EFO_0000542,0.5607016467293179,EFO
DSQ1_B,"Dietary Supplement Use 30-Day - File 1, Supplement Counts",vitamin supplement exposure measurement,http://www.ebi.ac.uk/efo/EFO_0009116,0.48814264055851836,EFO
DSQ2_B,"Dietary Supplement Use 30-Day - File 2, Participant's Use of Supplements",vitamin supplement exposure measurement,http://www.ebi.ac.uk/efo/EFO_0009116,0.4203716133697605,EFO
DXX_2_B,"Dual-Energy X-ray Absorptiometry - Whole Body, Second Exam",renal tubular transport disease,http://www.ebi.ac.uk/efo/EFO_1000647,0.33737155625104387,EFO
AUX_B,Audiometry,pure tone hearing measurement,http://www.ebi.ac.uk/efo/EFO_0007617,0.7862933476391523,EFO
AUXTYM_B,Audiometry - Tympanometry,pure tone hearing measurement,http://www.ebi.ac.uk/efo/EFO_0007617,0.5796038397982239,EFO
BAX_B,Balance,balanitis,http://www.ebi.ac.uk/efo/EFO_1000833,0.6318257139844087,EFO
BIX_B,Bioelectrical Impedance Analysis,analysis of matrices,http://www.ebi.ac.uk/efo/EFO_0030024,0.39675226211208026,EFO
BMX_B,Body Measures,body weights and measures,http://www.ebi.ac.uk/efo/EFO_0004324,0.9242664145340951,EFO
BPX_B,Blood Pressure,blood pressure,http://www.ebi.ac.uk/efo/EFO_0004325,0.9812440874432382,EFO
CVX_B,Cardiovascular Fitness,cardiovascular disease,http://www.ebi.ac.uk/efo/EFO_0000319,0.6985640493524561,EFO
LEXPN_B,Lower Extremity Disease - Peripheral Neuropathy,peripheral neuropathy,http://www.ebi.ac.uk/efo/EFO_0003100,0.6926348947126163,EFO
MSX_B,Muscle Strength,foot muscle strength measurement,http://www.ebi.ac.uk/efo/EFO_0009699,0.7882962586208331,EFO
OHXDEN_B,Oral Health - Dentition,mental health,http://www.ebi.ac.uk/efo/EFO_0003935,0.5003701330865308,EFO
OHXPRL_B,Oral Health - Periodontal/Lower,periodontal measurement,http://www.ebi.ac.uk/efo/EFO_0007780,0.6117059149327868,EFO
OHXPRU_B,Oral Health - Periodontal/Upper,periodontal measurement,http://www.ebi.ac.uk/efo/EFO_0007780,0.6385048498239261,EFO
OHXREF_B,Oral Health - Recommendation of Care,mental or behavioural disorder,http://www.ebi.ac.uk/efo/EFO_0000677,0.37890531694361057,EFO
VIX_B,Vision,binocular vision disease,http://www.ebi.ac.uk/efo/EFO_0009535,0.6086295660248273,EFO
LEXAB_B,Lower Extremity Disease - Ankle Brachial Blood Pressure Index,ankle brachial index,http://www.ebi.ac.uk/efo/EFO_0003912,0.7026933352245222,EFO
AUXAR_B,Audiometry - Acoustic Reflex,schwannoma,http://www.ebi.ac.uk/efo/EFO_0000693,0.4822107759825906,EFO
SSCHL_B,Sex Steroid Hormone - Men (Surplus),sex hormone measurement,http://www.ebi.ac.uk/efo/EFO_0011008,0.6319612495337041,EFO
l13_b,Cholesterol - Total & HDL,total cholesterol measurement,http://www.ebi.ac.uk/efo/EFO_0004574,0.7423571307702822,EFO
l11p_2_b,"Prostate-specific Antigen (PSA), Second Exam",prostate specific antigen measurement,http://www.ebi.ac.uk/efo/EFO_0004624,0.6930181829726002,EFO
L11_2_b,"C-Reactive Protein & Others, Second Exam",C-reactive protein measurement,http://www.ebi.ac.uk/efo/EFO_0004458,0.43677769761716256,EFO
l09_b,Herpes Simplex Virus Type-1 & Type-2,HSV1 seropositivity,http://www.ebi.ac.uk/efo/EFO_0007050,0.6641605574409222,EFO
l13_2_b,"Cholesterol - Total, HDL, LDL  & Triglycerides, Second Exam",triglyceride:HDL cholesterol ratio,http://www.ebi.ac.uk/efo/EFO_0007929,0.6027930380697208,EFO
L19_2_B,"Measles, Rubella, & Varicella, Second Exam",chickenpox,http://www.ebi.ac.uk/efo/EFO_0007204,0.6574567335665201,EFO
L16_2_B,"Creatinine & Albumin - Urine, Second Exam",urinary albumin to creatinine ratio,http://www.ebi.ac.uk/efo/EFO_0007778,0.6899033897430029,EFO
l25_2_b,"Complete Blood Count with 5-part Differential - Whole Blood, Second Exam",Blood Cell Count with Differential,http://www.ebi.ac.uk/efo/EFO_0009234,0.71085355443428,EFO
l39_2_b,Erythrocyte Protoporphyrin,X-linked erythropoietic protoporphyria,http://www.ebi.ac.uk/efo/EFO_0009064,0.6244629249904904,EFO
VIT_2_B,"Vitamin A, Vitamin E, & Carotenoids, Second Exam",vitamin E measurement,http://www.ebi.ac.uk/efo/EFO_0004867,0.5756566409391917,EFO
L02_B,Hepatitis B: Core Antibody & Surface Antigen; Hepatitis C: Confirmed Antibody & RNA (HCV-RNA); Hepatitis D Antibody,antibody,http://www.ebi.ac.uk/efo/EFO_0000264,0.5879962452566788,EFO
l34_b,Bacterial vaginosis (BV) & Trichomonas vaginalis,bacterial vaginosis,http://www.ebi.ac.uk/efo/EFO_0003932,0.748856617806454,EFO
SSCYST_B,Cystatin C (Surplus),cystatin C measurement,http://www.ebi.ac.uk/efo/EFO_0004617,0.7060558828398513,EFO
SSHSV1_B,Herpes Simplex Virus Type-1 (Surplus),Herpes simplex infection,http://www.ebi.ac.uk/efo/EFO_1002022,0.6751836029420856,EFO
SSMUMP_B,Mumps Antibody - Serum (Surplus),Mumps virus infectious disease,http://www.ebi.ac.uk/efo/EFO_0007383,0.6540879191274365,EFO
SSNO3P_B,"Perchlorate, Nitrate & Thiocyanate - Urine (Surplus)",citrate measurement,http://www.ebi.ac.uk/efo/EFO_0010114,0.3634725622557913,EFO
SSTFR_B,Transferrin Receptor - Pregnant Women (Surplus),soluble transferrin receptor measurement,http://www.ebi.ac.uk/efo/EFO_0004460,0.5740556518932612,EFO
SSVARI_B,Varicella-Zoster Virus Antibody (Surplus),Varicella Zoster infection,http://www.ebi.ac.uk/efo/EFO_0006509,0.6633702081039946,EFO
PH_B,Fasting Questionnaire,TEMPS-A questionnaire,http://www.ebi.ac.uk/efo/EFO_0004783,0.6185177124758012,EFO
PHPYPA_B,"Phthalates, Phytoestrogens & PAHs - Urine",estrogen measurement,http://www.ebi.ac.uk/efo/EFO_0011007,0.35972555442594883,EFO
UC_B,Pregnancy Test - Urine,pregnancy test,http://www.ebi.ac.uk/efo/EFO_0009643,0.923538395699167,EFO
L02HBS_B,Hepatitis B Surface Antibody,Hepatitis B virus surface antigen seropositivity,http://www.ebi.ac.uk/efo/EFO_0009345,0.6177918080485328,EFO
L02HPA_B,Hepatitis A Antibody,hepatitis A virus infection,http://www.ebi.ac.uk/efo/EFO_0007305,0.7638785184760557,EFO
L03_B,"HIV Antibody Test, CD4+ T Lymphocytes & CD8+ T Cells",CD4:CD8 lymphocyte ratio,http://www.ebi.ac.uk/efo/EFO_0004839,0.4772775823382159,EFO
L04VOC_B,Volatile Organic Compounds - Blood & Water,ORGANIC,http://www.ebi.ac.uk/efo/EFO_0008838,0.41565538564938936,EFO
L05_B,Chlamydia & Gonorrhea - Urine,Chlamydia trachomatis infectious disease,http://www.ebi.ac.uk/efo/EFO_0007205,0.6285313097625621,EFO
L06_B,"Cadmium, Lead, Mercury, Cotinine & Nutritional Biochemistries",nutritional disorder,http://www.ebi.ac.uk/efo/EFO_0001069,0.42246125974120974,EFO
L06VIT_B,"Vitamin A, Vitamin E & Carotenoids",vitamin E measurement,http://www.ebi.ac.uk/efo/EFO_0004867,0.6457305961724111,EFO
L06VID_B,Vitamin D,vitamin D measurement,http://www.ebi.ac.uk/efo/EFO_0004631,0.8335984900037432,EFO
L06UIO_B,Iodine - Urine,response to radioiodine,http://www.ebi.ac.uk/efo/EFO_0009962,0.48171603969127214,EFO
L06HM_B,Metals - Urine,urinary metabolite measurement,http://www.ebi.ac.uk/efo/EFO_0005116,0.35829336589227184,EFO
L10_B,Glycohemoglobin,Hemoglobin B Measurement,http://www.ebi.ac.uk/efo/EFO_0009213,0.7089167407546244,EFO
L10AM_B,"Plasma Fasting Glucose, Serum C-peptide & Insulin",fasting blood glucose measurement,http://www.ebi.ac.uk/efo/EFO_0004465,0.7023511838006858,EFO
L11_B,"C-Reactive protein (CRP), Fibrinogen, Bone Alkaline Phosphatase & Urinary N-telopeptides",alkaline phosphatase measurement,http://www.ebi.ac.uk/efo/EFO_0004533,0.483659068562141,EFO
L11PSA_B,Prostate specific antigen (PSA),prostate specific antigen measurement,http://www.ebi.ac.uk/efo/EFO_0004624,0.8164199029488014,EFO
L13AM_B,Cholesterol - LDL & Triglycerides,low density lipoprotein triglyceride measurement,http://www.ebi.ac.uk/efo/EFO_0009946,0.7128472804075959,EFO
L16_B,Albumin & Creatinine - Urine,urinary albumin to creatinine ratio,http://www.ebi.ac.uk/efo/EFO_0007778,0.8425326918194066,EFO
L17_B,"Toxoplasma (IgG), Toxoplasma (IgM),Toxoplasma (Dye),Toxoplasma Differential Agglutination, & Toxoplasma (Avidity)",toxoplasmosis,http://www.ebi.ac.uk/efo/EFO_0007517,0.6502515437897384,EFO
L19_B,"Measles, Rubella, & Varicella",chickenpox,http://www.ebi.ac.uk/efo/EFO_0007204,0.7366201578172681,EFO
L20_B,Lead - Dust,rectal adenocarcinoma,http://www.ebi.ac.uk/efo/EFO_0005631,0.4184556856265502,EFO
L25_B,Complete Blood Count with 5-part Differential - Whole Blood,Blood Cell Count with Differential,http://www.ebi.ac.uk/efo/EFO_0009234,0.7756983949507221,EFO
l26PP_B,"Pesticides - Current Use - Urine (Formerly Priority Pesticides, Non-persistent Pesticide Metabolites)",pesticide exposure measurement,http://www.ebi.ac.uk/efo/EFO_0007840,0.4462537722515034,EFO
L28POC_B,"Dioxins, Furans, & Coplanar PCBs",insertion,http://www.ebi.ac.uk/efo/EFO_0004016,0.3045425620312466,EFO
L35_B,Methicillin - Resistant Staphylococcus aureus (MRSA),Methicillin-Resistant Staphylococcus Aureus Infection,http://www.ebi.ac.uk/efo/EFO_0008555,0.8313020663254788,EFO
L36_B,"Syphilis-IgG, Syphilis Rapid Plasma Reagin (RPR) & Treponema pallidum Particle Agglutination (TP-PA)",syphilis,http://www.ebi.ac.uk/efo/EFO_0007504,0.5810878108258374,EFO
L39_B,Erythrocyte Protoporphyrin,X-linked erythropoietic protoporphyria,http://www.ebi.ac.uk/efo/EFO_0009064,0.6244629249904904,EFO
L40_B,Standard Biochemistry Profile,Profiler,http://www.ebi.ac.uk/efo/EFO_0008870,0.41595190713155406,EFO
L40T4_B,Thyroid - Stimulating Hormone & Thyroxine (TSH & T4),thyroid stimulating hormone measurement,http://www.ebi.ac.uk/efo/EFO_0004748,0.7353445469066036,EFO
L40FE_B,"Iron, Total Iron Binding Capacity (TIBC), & Transferrin Saturation",total iron binding capacity,http://www.ebi.ac.uk/efo/EFO_0006334,0.7274414141588271,EFO
VID_2_B,"Vitamin D, Second Exam",vitamin D measurement,http://www.ebi.ac.uk/efo/EFO_0004631,0.5348793000637178,EFO
L06_2_B,"Cadmium, Lead, Total Mercury, Ferritin, Serum Folate, RBC Folate, Vitamin B12, Homocysteine, Methylmalonic acid, Cotinine - Bloo",red blood cell folate measurement,http://www.ebi.ac.uk/efo/EFO_0009703,0.39916785384782894,EFO
L10_2_B,"Glycohemoglobin, Plasma Glucose, Serum C-peptide, & Insulin, Second Exam",HbA1c measurement,http://www.ebi.ac.uk/efo/EFO_0004541,0.43724351043292814,EFO
L40_2_B,"Standard Biochemistry Profile, Follicle Stimulating Hormone & Luteinizing Hormone, Second Exam",follicle stimulating hormone,http://www.ebi.ac.uk/efo/EFO_0003234,0.6902379012527464,EFO
SSOL_B,Monoclonal gammopathy of undetermined significance (MGUS) (Surplus),benign monoclonal gammopathy,http://www.ebi.ac.uk/efo/EFO_1000836,0.9042757138342267,EFO
SSBFR_B,Brominated Flame Retardants (BFRs) - Pooled Samples (Surplus),sample pooling,http://www.ebi.ac.uk/efo/EFO_0005316,0.3183143416059387,EFO
SSPCB_B,Non-dioxin-like Polychlorinated Biphenyls - Pooled Samples (Surplus Sera),polychlorinated biphenyls measurement,http://www.ebi.ac.uk/efo/EFO_0007042,0.6404953753855274,EFO
SSPST_B,Pesticides - Organochlorine Metabolites - Serum - Pooled Samples (Surplus),organochlorine pesticide measurement,http://www.ebi.ac.uk/efo/EFO_0007960,0.5795353731587389,EFO
TELO_B,Telomere Mean and Standard Deviation (Surplus),telomere,http://www.ebi.ac.uk/efo/EFO_0004359,0.48418775888355087,EFO
VID_B,Vitamin D,vitamin D measurement,http://www.ebi.ac.uk/efo/EFO_0004631,0.8335984900037432,EFO
SSAMH_B,Anti-Mullerian Hormone (AMH) & Inhibin-B (Surplus),anti-Mullerian hormone measurement,http://www.ebi.ac.uk/efo/EFO_0004769,0.526069899647116,EFO
SSCMV_B,Cytomegalovirus Antibodies - Serum (Surplus),cytomegalovirus infection,http://www.ebi.ac.uk/efo/EFO_0001062,0.6955574325846545,EFO
